ra;nomealuno;codcurso;genero;Estado Civil;datanasc;logradouro;endereco;numero;complemento;Bairro;Cidade;UF;Regiao;Pais;CEP;E-mail;telefone;situacao
110144;Kefer Kleber Da Fonseca Ponce Junior ;120;2;2;27/11/94;Rua;José Erádio F. De Jesus;1982;;Jardim Dom Bosco;CAMPINAS;SP;SUDESTE;BR;13076625;kefer@hitecnologia.com.br;(19) 965381842;Trancado
110145;Kefrem Kleber De Oliveira Costa ;129;1;3;09/05/87;Avenida;José Erádio F. De Jesus;945;74 J;Centro;JANDIRA;SP;SUDESTE;BR;6618000;junior01@gmail.com;(11) 901401498;Trancado
110146;Keila Kleber Maia Da Cunha ;122;1;1;15/10/96;Rua;José Esteven Mano Filho;1296;;Vila S Jorge;BARUERI;SP;SUDESTE;BR;6401170;keilinhafnscimento@terra.com.br;(11) 935644947;Cancelado
110147;Keila Kledston Silva Santos ;138;1;2;19/10/92;Avenida;José Estima Filho;68;+ Ap 41;Vl Prq Jabaquara;SAO PAULO;SP;SUDESTE;BR;4344010;keilabenevides@hotmail.com;(11) 937136805;Trancado
110148;Keilla Klein ;129;1;3;02/03/91;Rua;José Euclides Ferreira Gomes;950;;Cidade Soberana;GUARULHOS;SP;SUDESTE;BR;7161220;keilla.kedma.m@gmail.com;(11) 936998226;Concluido
110149;Keilly Klein Brustolin ;130;1;1;06/04/00;Rua;José Euripedes Bastos;1534;950;Aracaju;LUZIA;SE;NORDESTE;BR;49045700;keillyp@hotmail.com;(79) 921482166;Trancado
110150;Keine Klem Da Silva ;125;2;2;23/05/90;Rua;Jose Evaristo Fogaca;1498;Casa C;Coqueiral;RECIFE;PE;NORDESTE;BR;50791130;keinemv@gmail.com;(81) 941607480;Cancelado
110151;Keisy Klem Monteiro Da Rocha ;124;2;1;18/07/03;Rua;Jose Faria Da Rocha;1150;;Jardim Satélite;SAO PAULO;SP;SUDESTE;BR;4815050;keisyisamu@hotmail.com;(11) 986889087;Trancado
110152;Kele Klemz ;131;2;1;15/04/99;Estrada;José Fávero;1863;;Floresta;PETROPOLIS;RJ;SUDESTE;BR;25615090;kele1504@hotmail.com;(22) 946409735;Trancado
110153;Keli Kleyton Santiago ;138;1;4;04/10/91;Rua;Jose Fernandes Teixeira Zuza;1265;A;Vila Portugal;SAO PAULO;SP;SUDESTE;BR;2918140;kccris04@gmail.com;(11) 996443536;Cancelado
110154;Keli Klimach Guimaraes ;138;1;2;07/08/89;Rua;Jose Ferraz Camargo Prof;1365;Casa 2;Parque Dos Camargos;BARUERI;SP;SUDESTE;BR;6436310;kelicrisdiasduarte@terra.com.br;(11) 949258748;Concluido
110155;Kelion Klinger Cerveira ;126;2;3;05/03/92;Rua;Jose Ferreira;1765;;Boa Vista Iii;BARRA MANSA;RJ;SUDESTE;BR;27336470;kelion.cisco@gmail.com;(24) 999931496;Concluido
110156;Kellen Klitzke ;123;1;2;06/01/94;Avenida;Jose Ferreira Brandao;985;Ed Leonis I Apt 16;Bacacheri;CURITIBA;PR;SUL;BR;82515000;kellencris79@hotmail.com;(41) 911554737;Ativo
110157;Kelli Klutchkouski Mesquita ;124;1;1;20/05/99;Rua;Jose Ferreira De Lima;945;21;Caxias Do Sul;SERRANO;RS;SUL;BR;95059390;kelli.montanari@mohmal.tech;(55) 966496523;Ativo
110158;Kelly Klym ;135;1;1;30/01/99;Rodovia;José Ferreira Marques;626;Bl D Apt 95;Jardim Boa Vista (Zo;SAO PAULO;SP;SUDESTE;BR;5576200;kellycbr@gmail.com;(11) 901096837;Trancado
110159;Kelly Knebel ;136;1;4;09/11/93;Rua;José Ferreira Pinheiro;250;Apt 12;Jardim Paraiso;CAMPINAS;SP;SUDESTE;BR;13100011;kburiti@ig.com.br;(19) 995055548;Trancado
110160;Kelly Knechtel ;135;2;3;19/12/94;Rua;José Figueira Guedes;432;Ap1;Centro;PONTA GROSSA;PR;SUL;BR;84010120;kellyprudencio@oi.com.br;(42) 959905946;Trancado
110161;Kelly Knierin Ortiz ;124;1;4;26/06/92;Rua;Jose Fioravante;1082;;Planalto;SAO BERNARDO DO CAMPO;SP;SUDESTE;BR;9890430;vinicius_comercial@ig.com.br;(11) 955693827;Concluido
110162;Kelly Kniss ;135;1;3;08/06/93;Rua;Jose Firmino Ferreira;683;Ap 12;Lapa;SAO PAULO;SP;SUDESTE;BR;5075030;kmachado@gmail.com;(11) 905506305;Cancelado
110163;Kelly Knop Lobo ;133;1;3;15/04/95;Rua;Jose Floriano De Toledo;798;;Engenho De Dentro;RIO DE JANEIRO;RJ;SUDESTE;BR;20730460;kelly.rsmall@gmail.com;(21) 936762621;Concluido
110164;Kelly Koakoski ;123;1;2;11/10/91;Avenida;Jose Florio;654;Ap 502 Sanmichelle;Jardim Da Penha;VITORIA;ES;SUDESTE;BR;29060190;kelly_epichin@hotmail.com;(28) 951866346;Ativo
110165;Kelson Kochhann De Assunção ;130;2;4;23/01/94;Rua;José Fonseca E Silva;1115;Ap 01;Varzea;RECIFE;PE;NORDESTE;BR;50740180;kelsonbatista@oi.com.br;(81) 930280010;Concluido
110166;Kelton Koda Perpetuo ;129;2;3;22/10/92;Rua;Jose Forao Fontes;28;;Jangurussu;FORTALEZA;CE;NORDESTE;BR;60876320;kelton.lima.tec@gmail.com;(85) 924466609;Trancado
110167;Kelton Koehler ;134;2;4;06/03/92;Rua;Jose Francisco De Freitas;1873;Ap 309;Serra;BELO HORIZONTE;MG;SUDESTE;BR;30220280;keltons@gmail.com;(31) 953925023;Trancado
110168;Kelton Koehler Davila Schmitt ;124;2;4;17/08/94;Rua;José Francisco De Morais;1390;Casa;Caucaia;CAUCAIA;CE;NORDESTE;BR;61605298;keltonjohn94@hotmail.com;(85) 977447004;Cancelado
110169;Kelvin Kohara ;123;2;1;09/11/95;Avenida;José Francisco De Sousa Porto;1353;Ap 102;Castelao;FORTALEZA;CE;NORDESTE;BR;60741575;jordennya@hotmail.com;(85) 994914081;Ativo
110170;Kelvin Kolas ;135;2;4;19/08/92;Rua;Jose Francisco Do Nascimento;128;;Parquelândia;FORTALEZA;CE;NORDESTE;BR;60455305;kelvindiaslopes@hotmail.com;(85) 901495649;Cancelado
110171;Kelvin Kolinski Silva ;129;2;2;03/12/91;Rua;Jose Francisco Goulart;813;;Santa Monica Popular;VILA VELHA;ES;SUDESTE;BR;29105570;maytanaloreiro@hotmail.com;(27) 932746552;Trancado
110172;Kelvin Kolle ;123;2;1;05/07/99;Travessa;Jose Gabeta;1916;A Apt 22;Vila Euclides;SAO BERNARDO DO CAMPO;SP;SUDESTE;BR;9725448;tatarevick@gmail.com;(11) 999244547;Ativo
110173;Kendje Kollet ;122;2;2;14/09/94;Avenida;Jose Galante;1618;Ap 303 Bloco E;Jardim Alvorada;MARINGA;PR;SUL;BR;87033080;kendje@bol.com.br;(44) 935756604;Concluido
110174;Kener Konig ;133;2;3;17/08/82;Rua;José Galdino Da Silva;189;Ap.91;Centro;GUARULHOS;SP;SUDESTE;BR;7011010;kener@live.com;(11) 984982500;Trancado
110175;Kenia Konig Lara ;124;1;3;01/05/91;Rua;José Gallucci;1911;Cs 3A;Vila Maria Baixa;SAO PAULO;SP;SUDESTE;BR;2120020;kenia_oliveria@yahoo.com;(11) 935800152;Trancado
110176;Kenia Konrath Oliveira ;127;1;4;31/12/94;Rua;Jose Garcia;1645;;Tucuruvi;SAO PAULO;SP;SUDESTE;BR;2303000;galiego@ig.com.br;(11) 912879711;Concluido
110177;Kenia Kopke De Campos ;129;1;1;11/06/00;Quadra;Jose Garcia De Souza;236;;Ceilândia Sul (Ceilândia);BRASILIA;DF;CENTRO OESTE;BR;72220052;kenia.miranda@gmail.com;(61) 993928495;Trancado
110178;Kenia Koroviski ;121;1;2;21/05/93;Rua;José Gaspar;101;Bl Firenze;Petropolis;PORTO ALEGRE;RS;SUL;BR;91410001;tiemikaneko@gmail.com;(51) 986749619;Ativo
110179;Kennedy Koroze Jacob Martins ;121;2;4;11/11/94;Rodovia;José Gaspari Sobrinho;1972;Km 515 Lote 1A;Retiro Do Bosque;APARECIDA DE GOIÂNIA;GO;CENTRO OESTE;BR;74990728;kennedy.pereira@suecia.com.br;(62) 933590053;Trancado
110180;Kennedy Korzekwa ;133;2;1;06/05/97;Rua;Jose Gelbcke;378;Casa;Emilia;SETE LAGOAS;MG;SUDESTE;BR;35701359;kennedyjunio@outlook.com;(31) 972727744;Cancelado
110181;Kenneth Koslop ;136;2;1;05/06/02;Rua;José Geraldo Alves Cursino;683;Casa;Centro;SALGADO;SE;NORDESTE;BR;49390000;kenneth_bradley_kbsn@hotmail.com;(79) 944785955;Trancado
110182;Kent Kovacic Friderichs ;127;2;1;15/01/01;Rua;Jose Giordano;805;Apt 14;Centro;JOINVILLE;SC;SUL;BR;89201420;kentmodes@gmail.com;(47) 924056731;Trancado
110183;Kenzo Krainski Dallabona ;128;2;1;13/12/97;Rua;Jose Goes Nogueira;838;Sobrado 2;Country;CASCAVEL;PR;SUL;BR;85813220;kenzo@kenzo.inf.br;(45) 995900603;Cancelado
110184;Keren Kramer Borges De Macedo ;126;1;1;28/03/96;Rua;José Gomes Cruz;84;Sobrado;Parque Aeroporto;MACAE;RJ;SUDESTE;BR;27963780;islaney.trabalho@gmail.com;(22) 968060044;Trancado
110185;Keren Krauter ;130;1;1;28/03/96;Rua;Jose Gomes De Abreu;1044;Sobrado;Parque Aeroporto;PARQUE AEROPORTO;RJ;SUDESTE;BR;27963780;islaney.alternativa@hotmail.com;(22) 983792821;Concluido
110186;Keslley Krepe ;131;2;1;10/07/99;Rua;Jose Gomes De Camargo;1866;;Nova Cidade;MANAUS;AM;NORTE;BR;69097289;keslleykyk@gmail.com;(92) 989770698;Cancelado
110187;Kessi Krepel Capitulino ;138;2;1;15/11/97;Rua;José Gomes De Camargo;1207;;Jereissate I;MARACANAÚ;CE;NORDESTE;BR;61900320;kessis01@gmail.com;(85) 924069181;Concluido
110188;Kevin Krieger ;121;2;4;21/10/91;Avenida;José Gomes Domingues;801;;Distrito Industrial Ii;ARARAS;SP;SUDESTE;BR;13602060;whipkickin@gmail.com;(19) 925144654;Concluido
110189;Khelson Krieger Neto ;132;2;1;15/04/03;Rua;Jose Gomes Faria;980;C Unica;Sitio Cercado;CURITIBA;PR;SUL;BR;81925260;khelson@msn.com;(41) 990810431;Concluido
110190;Kildane Kriger ;132;2;1;19/07/99;Rua;Jose Goncalves;296;Apt 201;Cascadura;RIO DE JANEIRO;RJ;SUDESTE;BR;21381340;kildane@yahoo.com;(21) 928300035;Cancelado
110191;Kilder Kroeber ;132;2;4;07/10/93;Rua;José Gonçalves;1429;;Sta Cruz;CONFINS;MG;SUDESTE;BR;33500000;kildermsg@yahoo.com.br;(31) 938885032;Trancado
110192;Kilder Kroeger ;137;2;1;14/07/03;Avenida;Jose Gonçalves Abrantes 142;1938;313;Santo André;SANTO ANDRE;SP;SUDESTE;BR;9130220;kilder_kaezer@yahoo.com.br;(11) 961171259;Cancelado
110193;Kim Kroeger ;133;2;3;09/01/91;Rua;José Gonçalves Machado;657;Bl 3 Apt 40;Tijuca;RIO DE JANEIRO;RJ;SUDESTE;BR;20511390;adgonzaga@gmail.com;(21) 921773395;Trancado
110194;Kim Krohn ;125;2;2;20/11/78;Avenida;José Gonçalves Pereira;1616;Apto 14;Jardim Esmeralda;SAO PAULO;SP;SUDESTE;BR;5588000;rondonkim@gmail.com;(11) 977034345;Trancado
110195;Kimberly Kropf Mendes ;131;1;1;18/11/95;Quadra;Jose Goncalves Vidal;581;;Sertor O;SERTOR O;DF;CENTRO OESTE;BR;72250207;kimberly.b.godinho@gmail.com;(61) 949049598;Cancelado
110196;Kirla Kruger ;133;1;4;25/03/95;Rua;Jose Gorniski;1966;Ap 102;Noivos;TERESINA;PI;NORDESTE;BR;64045310;knp80@hotmail.com;(86) 922538437;Cancelado
110197;Klaber Kuch Oliveira ;133;2;2;24/05/91;Rua;Jose Grilo;1075;;Jaguaribe;OSASCO;SP;SUDESTE;BR;6050170;klaber@klaber.com.br;(11) 947538370;Cancelado
110198;Klaiton Kudaka ;122;2;1;29/11/98;Rua;Jose Grossi;1766;Lt7 Q 69C;Jardim Novo Mundo;GOIANIA;GO;CENTRO OESTE;BR;74715570;klaytonb3@gmail.com;(62) 973033052;Concluido
110199;Klaos Kuhl Lima ;128;2;4;20/07/89;Rua;Jose Gulin;278;Fundo Alla Celulares;Jardim Santa Izabel;HORTOLÂNDIA;SP;SUDESTE;BR;13185230;marcio.marinho@hotmail.com.br;(19) 970123257;Cancelado
110200;Klaus Kummer Junior ;121;2;2;28/03/92;Avenida;Jose Hamilton Da Silva;1192;;Campo Experiencia;REGISTRO;SP;SUDESTE;BR;11900000;klaus.almeida@bol.com.br;(13) 991667305;Concluido
110201;Klaus Kunga ;124;2;1;30/04/00;Alameda;Jose Hemeterio Andrade;1111;Apt 27;Alphaville Industrial;BARUERI;SP;SUDESTE;BR;6454050;kwkcoll@gmail.com;(11) 994935349;Concluido
110202;Kleber Kunigami ;138;2;2;24/07/93;Avenida;Jose Henrique De Melo;1472;Ap 23;Boqueirao;SANTOS;SP;SUDESTE;BR;11020000;kleber_vasques@hotmail.com;(13) 921682102;Trancado
110203;Kleber Kuniji Saito ;123;2;1;06/10/00;Rua;Jose Herbert Faleiros;1552;Casa;Parque Residencial Bambi;GUARULHOS;SP;SUDESTE;BR;7159630;klbaoti@yahoo.com.br;(11) 969352690;Ativo
110204;Kleber Kuniyoshi ;135;2;1;03/03/03;Rua;Jose Hernandes Gonzales;971;Casa;Vila Romana;IBIPORA;PR;SUL;BR;86200000;kleber_ask@hotmail.com;(44) 967094707;Concluido
110205;Kleber Kunsler ;134;2;3;21/10/94;Rua;Jose Higino;981;;Monte Santo;CAMPINA GRANDE;PB;NORDESTE;BR;58400648;kleber_leal@ig.com.br;(83) 907866456;Trancado
110206;Kleber Kuntz Rabelo ;125;2;1;10/04/99;Rua;Jose Higino Neves;216;C Frente;Pq Estuario Vic;GUARUJÁ;SP;SUDESTE;BR;11451120;jessica_pequenina_guia@hotmail.com;(13) 964284694;Concluido
110207;Kleber Kurt De Melo ;130;2;1;21/09/98;Avenida;José Hipólito Cardoso;464;;Vila Nova Cachoeirinha;SAO PAULO;SP;SUDESTE;BR;2673000;kleber.chiles@live.com;(11) 946320867;Concluido
110208;Kleber Kuster ;121;2;1;04/06/96;Rua;José Ilheus;1152;Apto 72;Bonfim;CAMPINAS;SP;SUDESTE;BR;13070723;kleberbb@gmail.com;(19) 991371378;Trancado
110209;Kleber Kuster Bestagno ;136;2;4;05/06/92;Rua;Jose Inacio Gomes;970;Ap 7;Vila Cachoeira;SAO PAULO;SP;SUDESTE;BR;2343030;kleber_sousa@yahoo.com.br;(11) 978476826;Trancado
110210;Kleber Kuzniewski ;124;2;1;04/12/02;Rua;José Irente;102;;Setor Social;ITUMBIARA;GO;CENTRO OESTE;BR;75509850;k_c_bernardo@yahoo.com.br;(64) 968867091;Ativo
110211;Kleber L Batista ;122;2;1;17/02/01;Rua;Jose Izidoro Biazetto;374;;Vila Ema;SAO PAULO;SP;SUDESTE;BR;3283127;klcast@gmail.com;(11) 970390727;Trancado
110212;Kleber L Cavalcanti Sales ;130;2;4;19/10/89;Rua;José Jannarelli;1710;Casa 1;Nossa Senhora De Fátima;GOIÂNIA;GO;CENTRO OESTE;BR;74420310;kleber@goiasti.com;(62) 994304258;Trancado
110213;Kleber L Giacomin ;133;2;4;20/07/86;Rua;José Januárioio;283;;Jardim Bela Morada;APARECIDA DE GOIÂNIA;GO;CENTRO OESTE;BR;74920640;kleb.linux@gmail.com;(62) 943937997;Cancelado
110214;Kleber L Michels De Alcantara ;133;2;1;04/01/99;Rua;Jose Jeronimo;1790;;Jardim Tonato;CARAPICUIBA;SP;SUDESTE;BR;6365050;kleberslima@gmail.com;(11) 992814717;Cancelado
110215;Kleber Lacerda ;133;2;1;12/10/95;Rua;Jose Joao Barcelos;1877;T4 Ap 202;Colina De Laranjeiras;SERRA;ES;SUDESTE;BR;29167142;piscaonet@gmail.com;(27) 961546214;Trancado
110216;Kleber Lacerda ;135;2;3;10/01/92;Rua;José João Fernandess;333;Bl 1 Ap 405;Jardim Limoeiro;SERRA;ES;SUDESTE;BR;29164017;kcassoli@terra.com.br;(27) 972672812;Cancelado
110217;Kleber Lacerda ;136;2;4;06/07/91;Rua;Jose Joaquim;130;Cs Altos;Umarizal;BELEM;PA;NORTE;BR;66060020;kesantos@gmail.com;(91) 904552089;Trancado
110218;Kleber Lacerda ;129;2;1;07/02/98;Rua;Jose Joaquim Da Ressurreicao;85;Bl3 Ap32;Parque Verde;CASCAVEL;PR;SUL;BR;85807730;kleber.goes@consut.com.br;(45) 923457266;Cancelado
110219;Kleber Lacerda Bueno ;124;2;3;01/08/91;Rua;Jose Joaquim Da Rocha;750;;Centro;ATIBAIA;SP;SUDESTE;BR;12940640;kleber.sleiman@gmail.com;(11) 948035035;Ativo
110220;Kleber Lacerda Cabral ;121;2;4;17/07/95;Avenida;José Joaquim Dos Santos;1260;Apto 187 Bloco C;Vila Endres;GUARULHOS;SP;SUDESTE;BR;7041030;kleberfsouza@yahoo.com.br;(11) 900217395;Concluido
110221;Kleber Lacerda Moura Lacerda Moura ;129;2;3;16/12/94;Avenida;Jose Joaquim Seabra;1800;Apt 143;Jardim D Abril;OSASCO;SP;SUDESTE;BR;6033190;klebergg@hotmail.com;(11) 916194530;Trancado
110222;Kleber Lacerda Rocha ;129;2;3;03/08/91;Alameda;José Joaquim Seabra;1940;Ap 97;Alphaville Industrial;BARUERI;SP;SUDESTE;BR;6454050;kleber.gsilva@gmail.com;(11) 983602158;Trancado
110223;Kleber Ladynne Da Silva Santos ;135;2;3;14/07/93;Rua;Jose Jolio;636;Campo Limpo;Vila Pirajussara;SAO PAULO;SP;SUDESTE;BR;5786020;kleber.guimaraes1@gmail.com;(11) 937631890;Trancado
110224;Kleber Laércio Nunes De Amorim ;127;2;1;28/11/95;Rua;Jose Jordao Morales;1643;Apt 42;Barreirinha;CURITIBA;PR;SUL;BR;82700050;kleberruy@oi.com.br;(41) 910126533;Cancelado
110225;Kleber Laerte De Andrade Silva ;131;2;3;04/02/93;Rua;Jose Julio;1693;;Castelo;BELO HORIZONTE;MG;SUDESTE;BR;31330200;kmartiniano@ig.com.br;(31) 907843136;Trancado
110226;Kleber Laertes De França ;131;2;4;13/01/82;Rua;Jose Julio;1217;Ap 102;Casa Caiada;OLINDA;PE;NORDESTE;BR;53130470;kleberalves1@gmail.com;(81) 940945596;Concluido
110227;Kleber Lafuente Da Cunha ;122;2;4;04/06/94;Avenida;Jose Julio Burgaim;512;Bloco B24 Ap07;Jardim Patente;SAO PAULO;SP;SUDESTE;BR;4243000;kleber.vicentim@gmail.com;(11) 964029596;Ativo
110228;Kleber Lagares ;131;2;1;24/02/97;Rua;Jose Julio Burgaim;649;;Residencial Pompeia;JACAREZINHO;PR;SUL;BR;86400000;kleberorcheski@oi.com.br;(43) 930361976;Trancado
110229;Kleber Lage Lopes ;137;2;4;15/05/93;Rua;José Júlio Mendes;1715;;Jardim Europa Ii;INDAIATUBA;SP;SUDESTE;BR;13331094;suporte@nk3.com.br;(19) 949275036;Concluido
110230;Kleber Lages Rodrigues ;134;2;4;25/05/93;Rua;Jose Junqueira;650;;Gra-Duquesa;GOVERNADOR VALADARES;MG;SUDESTE;BR;35057160;kleberhp@hotmail.com;(33) 980886811;Trancado
110231;Kleber Lages Trindade ;126;2;1;22/01/96;Rua;José Kaminski;1856;T. 1 - Apto 164;Piqueri;SAO PAULO;SP;SUDESTE;BR;2912000;torvante@gmail.com;(11) 951957536;Cancelado
110232;Kleber Lago ;128;2;1;11/08/97;Rua;Jose Lamberti;1032;Casa;Garoto;VILA VELHA;ES;SUDESTE;BR;29121100;kleber.schneider@gmail.com;(27) 971305070;Trancado
110233;Kleber Lagoa ;130;2;1;06/02/00;Avenida;Jose Lazaro Bubola;599;Apt 25 And 2;Cocaia;GUARULHOS;SP;SUDESTE;BR;7130000;klebersilvarocha@yahoo.com.br;(11) 989224096;Trancado
110234;Kleber Lai ;134;2;2;29/01/92;Rua;Jose Leandro Machado;1791;Altos;Boqueirao;SANTOS;SP;SUDESTE;BR;11050100;kleberjoy@globo.com;(13) 935684969;Concluido
110235;Kleber Lainetti ;136;2;2;08/11/94;Avenida;José Leite  Cd Res. Monet Life;1087;;Centro;DUQUE DE CAXIAS;RJ;SUDESTE;BR;25010090;vinicius.cdomingues@ymail.com;(21) 968706774;Cancelado
110236;Kleber Laino ;124;2;4;20/08/93;Rua;José Lélis França;131;Apto 73 Bl.7;Capão Raso;CURITIBA;PR;SUL;BR;81110200;kmereles_w@hotmail.com;(41) 970441368;Ativo
110237;Kleberson Lamas Filgueiras ;133;2;2;11/10/92;Rua;José Leon;1444;;Areia Branca;AREIA BRANCA;RN;NORDESTE;BR;59655000;kleberson_s@hotmail.com;(79) 978136384;Concluido
110238;Klebesson Lameirinha De Andrade ;132;2;2;02/02/91;Rua;Jose Levi Guedes;1418;B;São Benedito;OLINDA;PE;NORDESTE;BR;53270500;klebesson@outlook.com;(81) 983210797;Trancado
110239;Klebione Lamensdorf ;131;1;1;31/07/98;Rua;Jose Lima Da Silva;399;Megasoft Informática;Centro - Km 100;ELDORADO DO CARAJÁS;PA;NORTE;BR;68524000;megasoft-klebia@hotmail.com;(91) 928091513;Concluido
110240;Klebson Lameu ;125;2;1;27/03/96;Avenida;Jose Linhares;1758;Apt 304;Estados;JOAO PESSOA;PB;NORDESTE;BR;58030260;klebsoncarneiro@gmail.com;(83) 924355638;Concluido
110241;Klecio Lamon Sofri ;122;2;2;11/09/92;Estrada;José Lira Soares;590;;Jardim Torino;COTIA;SP;SUDESTE;BR;6713100;kleciodr@hotmail.com;(11) 912735051;Trancado
110242;Klécio Lana Vieira Cavalcante ;121;2;4;13/05/88;Estrada;José Lira Soares;1941;Apto 207 Bloco 2;Jardim Torino;COTIA;SP;SUDESTE;BR;6713100;kleciodr@hotmail.com;(11) 933529573;Cancelado
110243;Klecius Lancini Bello ;136;2;4;01/05/88;Rua;José Longo;1822;Res. Paladium;Norte (Águas Claras);BRASILIA;DF;CENTRO OESTE;BR;71916000;klecius.vinicius@gmail.com;(61) 996798257;Trancado
110244;Kledir Lanconi ;129;2;1;13/12/97;Rua;Jose Lopez Lazaro;61;Casa;Jardim Viel;SUMARE;SP;SUDESTE;BR;13178331;kledir.oliveira@yahoo.com.br;(19) 940652978;Cancelado
110245;Kledja Landulfo Medrado ;129;1;1;16/09/97;Rua;José Lopez Lázaro;740;Ap 410;Guara Ii;BRASILIA;DF;CENTRO OESTE;BR;71070640;kledja@gmail.com;(61) 900663418;Trancado
110246;Kleiton Lang ;121;2;1;11/07/98;Rua;Jose Lourdes Cordeiro;1364;;Jardin;CONCÓRDIA;SC;SUL;BR;89700000;kleitonradin@hotmail.com;(49) 943427909;Ativo
110247;Kleiton Lange Rila ;120;2;4;08/08/92;Rua;Jose Lourdes Cordeiro;429;;Planalto;ITAMBE;PE;NORDESTE;BR;55920000;kleiton.net@outlook.com;(44) 994438127;Ativo
110248;Kleverson Langrafe ;134;2;1;19/10/96;Rua;Jose Loureiro;1932;Cs;Capao Raso;CURITIBA;PR;SUL;BR;81150140;hidribru@ig.com.br;(41) 975750742;Concluido
110249;Kleverson Lanser ;120;2;2;12/12/94;Rua;Jose Lourenco;1356;;Pacaembu;LONDRINA;PR;SUL;BR;86079220;kleverson_melo@brturbo.com;(43) 953912809;Concluido
110250;Kleverson Lanternas ;130;2;1;03/01/98;Avenida;Jose Lourenço;1332;Ap 301;Jardim Da Penha;VITORIA;ES;SUDESTE;BR;29060730;kleversonbonatto@hotmail.com;(28) 990317105;Cancelado
110251;Kleverton Lara ;134;2;1;29/01/03;Rua;Jose Lourenço;1324;Casa;São Francisco;ARAUCÁRIA;PR;SUL;BR;83709380;klevertoncarraro2006@hotmail.com;(41) 935924421;Concluido
110252;Klewerton Lara ;120;2;1;03/04/02;Rua;Jose Lourenco Azevedo;1602;;Itaoca;FORTALEZA;CE;NORDESTE;BR;60421076;klewerton.ce@gmail.com;(85) 903600338;Ativo
110253;Kley Lara ;133;2;3;29/09/91;Avenida;José Lourenço Azevedo;395;Ap 2004;Recreio Dos Bandeirantes;RIO DE JANEIRO;RJ;SUDESTE;BR;22795641;kleyjr@gmail.com;(21) 934650415;Cancelado
110254;Kleyton Lara ;130;2;4;21/04/84;Rua;José Lourenço De Moraes;899;82;Vila Marari;SAO PAULO;SP;SUDESTE;BR;4403000;kleytonmeira@gmail.com;(11) 903640713;Trancado
110255;Kleyton Lara De Almeida ;138;2;4;20/08/90;Conjunto;Jose Lourenco De Sa;245;Caminho 33;Itinga;LAURO DE FREITAS;BA;NORDESTE;BR;42700000;kleytonnbs2@gmail.com;(71) 987360174;Trancado
110256;Klinger Lara Sathler ;137;2;1;22/09/97;Rua;José Lucas;1067;;Centro Sul;TIMÓTEO;MG;SUDESTE;BR;35182022;klingerfrancis@hotmail.com;(31) 957192284;Concluido
110257;Klinger Lara Soares ;134;2;1;14/10/96;Rua;José Luiz Da Cunha 155;1460;Cs 102;Campo Grande;RIO DE JANEIRO;RJ;SUDESTE;BR;23042030;lucipferreira@hotmail.com;(21) 976883712;Concluido
110258;Koiti Laranjeiras Borba ;130;2;1;10/10/99;Rua;José Luiz Ferraz;1971;Apt 1011;Vila Cruzeiro;SAO PAULO;SP;SUDESTE;BR;4726220;koiti_takahashi@yahoo.com.br;(11) 958321890;Cancelado
110259;Krislley Larissa Duarte De Albuquerque ;126;2;1;04/07/03;Rua;Jose Luiz Gabeira;904;;Das Laranjeiras;SERRA;ES;SUDESTE;BR;29175599;krislley@outview.com.br;(27) 989846830;Cancelado
110260;Kuesley Larsen Barbosa ;128;2;4;10/11/94;Quadra;Jose Luiz Gabeira;1358;Qd 23 L;Guara Ii;BRASILIA;DF;CENTRO OESTE;BR;71060230;kuesley@gmail.com;(61) 915570096;Cancelado
110261;Kyochi Lasmar Coimbra ;130;2;4;22/04/92;Rua;Jose Luiz Pereira;754;;Somenzari;MARILIA;SP;SUDESTE;BR;17506030;osajima@ig.com.br;(14) 973584640;Concluido
110262;Lacier Lastori ;124;2;4;15/06/92;Rua;José Macedo;641;Apt 723;Jardim Alvorada;CUIABÁ;MT;CENTRO OESTE;BR;78048550;lacier@titania.com.br;(65) 939555101;Cancelado
110263;Ladyjane Lau Da S Dos Santos ;121;2;3;21/11/79;Rua;Jose Maciel Neto;1776;Casa;Jardim Primavera (Zona Norte);SAO PAULO;SP;SUDESTE;BR;2755010;la.silva101@gmail.com;(11) 900541582;Trancado
110264;Laecio Lau Do Prado ;127;1;1;11/12/97;Rodovia;Jose Maciel Neto;1735;Ba275 Km 24;Eubapolis;ZONA RURAL;BA;NORDESTE;BR;45820970;mariana.figueiredo@veracel.com.br;(77) 956395712;Trancado
110265;Laecio Lauer ;135;2;4;04/07/90;Quadra;José Maciel Neto;1185;Qd 54 Cs 11;Saci;TERESINA;PI;NORDESTE;BR;64020340;laecio.fernando@hotmail.com;(86) 912783214;Trancado
110266;Laércio Laura Bessa Castro De Carvalho ;138;2;1;28/05/03;Avenida;Jose Maciel Ribeiro;1012;Aprtamento 3 C Bloco 41;Vila São José (Cidade Dutra);SAO PAULO;SP;SUDESTE;BR;4833001;laercio.jsaint@gmail.com;(11) 982676326;Cancelado
110267;Laercio Laureano Antonio ;132;2;3;16/12/93;Praça;José Magalhães;1699;Cj 109 And:1;Centro;SAO PAULO;SP;SUDESTE;BR;1001001;laerciojunior@hotmail.com;(11) 975795821;Trancado
